Customer Service,Technique Leader,26.5560165975103734,1.2448132780082988
Customer Service,Staff,30.4723680148193887,0.71009570855202222908
Customer Service,Senior Staff,30.7237694300518135,0.68814766839378238342
Customer Service,Senior Engineer,30.4469273743016760,0.67039106145251396648
Customer Service,Manager,25.0000000000000000,0.00000000000000000000
Customer Service,Engineer,29.2682926829268293,0.57083549558899844318
Customer Service,Assistant Engineer,26.6666666666666667,0.41666666666666666667
Development,Technique Leader,29.3396534815299117,0.55573716900948022229
Development,Staff,32.0569902048085485,0.89047195013357079252
Development,Senior Staff,30.3225806451612903,0.82949308755760368664
Development,Senior Engineer,29.9326630384650862,0.61802416751222211973
Development,Manager,0.00000000000000000000,0.00000000000000000000
Development,Engineer,29.7871887635667163,0.60651202383485848053
Development,Assistant Engineer,29.9208784111093170,0.64589052155659615695
Finance,Staff,30.0789662598707825,0.48456568557071069634
Finance,Senior Staff,30.2882358463993991,0.57271617688479954934
Finance,Manager,0.00000000000000000000,0.00000000000000000000
Human Resources,Staff,30.5823974928179681,0.79219987812309567337
Human Resources,Senior Staff,30.5699004057543342,0.79306528956104758392
Human Resources,Manager,50.0000000000000000,0.00000000000000000000
Marketing,Staff,29.5707594256315749,0.76019350380096751900
Marketing,Senior Staff,29.9143226640801811,0.84060782411897833818
Marketing,Manager,0.00000000000000000000,0.00000000000000000000
Production,Technique Leader,30.6658990596814431,0.67165611207061984264
Production,Staff,32.8270042194092827,0.50632911392405063291
Production,Senior Staff,34.7284060552092609,0.53428317008014247551
Production,Senior Engineer,30.2922654610043598,0.62705204801119543571
Production,Manager,25.0000000000000000,0.00000000000000000000
Production,Engineer,30.0857812577926288,0.55857563213804797766
Production,Assistant Engineer,30.5577072037180480,0.63903950426026336174
Quality Management,Technique Leader,30.7584269662921348,0.70224719101123595506
Quality Management,Senior Engineer,30.2377057068617072,0.57742276970455201617
Quality Management,Manager,25.0000000000000000,0.00000000000000000000
Quality Management,Engineer,30.5112107623318386,0.58295964125560538117
Quality Management,Assistant Engineer,30.6508047585724283,0.55983205038488453464
Research,Technique Leader,29.2834890965732087,0.62305295950155763240
Research,Staff,31.2903821303304412,0.70149529259737862285
Research,Senior Staff,31.4285714285714286,0.69471624266144814090
Research,Senior Engineer,29.5111111111111111,0.57777777777777777778
Research,Manager,50.0000000000000000,0.00000000000000000000
Research,Engineer,29.0149006622516556,0.66225165562913907285
Research,Assistant Engineer,30.3797468354430380,0.00000000000000000000
Sales,Staff,30.1036207717960934,0.62827536922343973321
Sales,Senior Staff,30.1667082917082917,0.65559440559440559441
Sales,Manager,50.0000000000000000,0.00000000000000000000
